ticket_id,workspace_id,ticket_type,status,created_at,resolution_days
3521,516,Bug,Resolved,2025-05-04 16:23:48,8
3522,516,Billing,Open,2025-05-12 11:00:37,9
3523,516,Bug,Closed,2025-04-26 08:46:58,12
3524,516,Feature Request,Resolved,2025-05-26 00:44:16,2
3525,516,Billing,Resolved,2025-04-17 01:44:18,7
3526,516,Technical Issue,Open,2025-06-02 01:17:00,2
3527,517,Technical Issue,Resolved,2025-04-19 09:25:25,4
3528,517,Bug,Open,2025-01-26 21:24:32,9
3529,517,Billing,Closed,2025-03-27 08:14:15,6
3530,517,Feature Request,Resolved,2025-02-02 16:04:09,6
3531,517,Feature Request,Resolved,2025-06-16 21:24:39,2
3532,517,Feature Request,Resolved,2025-04-25 23:56:33,6
3533,517,Billing,Open,2025-01-19 15:07:27,7
3534,517,Feature Request,Open,2025-01-03 06:12:38,8
3535,518,Feature Request,Open,2025-03-05 03:44:26,4
3536,518,Technical Issue,Resolved,2025-04-08 20:10:13,5
3537,518,Billing,Resolved,2025-05-14 23:16:43,6
3538,518,Technical Issue,Closed,2025-05-05 01:43:59,3
3539,518,Billing,Closed,2025-03-19 21:05:08,5
3540,518,Bug,Open,2025-06-19 17:59:25,10
3541,518,Feature Request,Resolved,2025-05-31 12:41:14,5
3542,519,Feature Request,Closed,2025-04-05 15:05:32,6
3543,519,Technical Issue,Resolved,2025-06-07 14:03:35,1
3544,519,Bug,Resolved,2025-02-27 13:00:13,13
3545,519,Technical Issue,Open,2025-02-01 19:11:37,12
3546,519,Billing,Open,2025-02-18 21:52:16,4
3547,519,Technical Issue,Closed,2025-03-30 09:17:57,8
3548,519,Billing,Resolved,2025-03-18 13:22:44,5
3549,519,Bug,Open,2025-03-01 07:39:44,5
3550,519,Bug,Resolved,2025-02-12 07:27:14,13
3551,519,Billing,Open,2025-02-28 18:19:19,10
3552,519,Feature Request,Resolved,2025-05-16 05:11:47,11
3553,520,Billing,Closed,2025-01-03 07:59:01,7
3554,520,Technical Issue,Resolved,2025-06-19 17:58:46,7
3555,520,Technical Issue,Closed,2025-03-31 07:46:37,13
3556,520,Bug,Resolved,2025-03-06 03:42:46,9
3557,521,Technical Issue,Open,2025-01-26 20:29:45,10
3558,521,Technical Issue,Resolved,2025-03-14 09:04:48,1
3559,521,Technical Issue,Closed,2025-06-17 17:08:16,9
3560,521,Technical Issue,Resolved,2025-02-05 00:58:17,6
3561,521,Feature Request,Open,2025-05-19 02:39:41,9
3562,521,Technical Issue,Open,2025-05-17 19:28:52,6
3563,521,Bug,Open,2025-04-08 17:18:56,2
3564,521,Billing,Resolved,2025-05-18 14:22:58,1
3565,521,Technical Issue,Open,2025-02-23 00:54:54,8
3566,522,Technical Issue,Resolved,2025-03-05 13:58:31,12
3567,522,Billing,Resolved,2025-05-13 12:43:42,13
3568,522,Billing,Resolved,2025-05-12 13:21:20,9
3569,522,Technical Issue,Closed,2025-02-21 09:12:06,3
3570,522,Feature Request,Open,2025-06-29 18:26:09,4
3571,523,Bug,Resolved,2025-03-24 20:09:07,4
3572,523,Feature Request,Closed,2025-05-02 03:49:18,6
3573,524,Bug,Open,2025-04-14 16:57:29,9
3574,524,Bug,Open,2025-03-01 23:04:17,9
3575,524,Bug,Closed,2025-03-19 16:49:56,4
3576,524,Feature Request,Open,2025-01-15 11:17:32,13
3577,525,Feature Request,Open,2025-03-03 22:07:27,1
3578,525,Technical Issue,Resolved,2025-06-29 14:08:16,3
3579,526,Feature Request,Open,2025-06-27 04:12:19,7
3580,526,Billing,Open,2025-02-03 18:59:46,4
3581,526,Bug,Resolved,2025-06-04 09:43:30,4
3582,526,Billing,Resolved,2025-05-19 22:10:53,13
3583,526,Technical Issue,Open,2025-06-03 14:57:48,12
3584,526,Billing,Resolved,2025-03-31 15:22:39,1
3585,526,Feature Request,Closed,2025-02-13 00:44:53,1
3586,526,Feature Request,Open,2025-06-28 12:28:15,10
3587,526,Feature Request,Resolved,2025-03-19 04:57:49,2
3588,526,Feature Request,Resolved,2025-05-26 10:43:46,2
3589,526,Billing,Closed,2025-03-10 22:06:18,1
3590,526,Bug,Closed,2025-03-04 23:19:50,8
3591,526,Bug,Open,2025-03-07 01:05:46,6
3592,527,Feature Request,Closed,2025-05-13 23:34:20,7
3593,527,Billing,Open,2025-05-18 00:35:50,3
3594,527,Billing,Resolved,2025-06-25 01:53:27,2
3595,527,Billing,Resolved,2025-01-07 03:19:07,3
3596,527,Billing,Resolved,2025-05-15 01:32:18,4
3597,527,Bug,Resolved,2025-04-11 07:00:53,4
3598,527,Bug,Open,2025-03-24 11:19:44,6
3599,527,Technical Issue,Resolved,2025-03-04 07:31:28,12
3600,528,Billing,Open,2025-04-22 03:32:53,11
3601,528,Technical Issue,Resolved,2025-05-08 07:32:06,10
3602,528,Feature Request,Open,2025-04-22 10:20:06,10
3603,528,Billing,Resolved,2025-01-20 17:54:16,13
3604,528,Billing,Resolved,2025-02-17 01:14:20,5
3605,529,Bug,Open,2025-06-25 00:26:04,11
3606,529,Technical Issue,Resolved,2025-01-05 04:16:18,6
3607,529,Bug,Resolved,2025-03-14 15:31:55,12
3608,529,Feature Request,Open,2025-03-28 09:53:05,2
3609,529,Billing,Resolved,2025-05-13 15:39:42,11
3610,529,Feature Request,Closed,2025-05-30 15:32:32,4
3611,529,Billing,Closed,2025-01-13 11:37:38,9
3612,529,Technical Issue,Resolved,2025-05-22 21:23:48,4
3613,530,Technical Issue,Resolved,2025-04-11 02:17:11,5
3614,530,Technical Issue,Closed,2025-01-07 20:07:53,3
3615,530,Billing,Resolved,2025-03-20 08:53:33,7
3616,530,Bug,Closed,2025-03-27 00:10:53,13
3617,530,Technical Issue,Open,2025-01-13 01:36:52,10
3618,530,Feature Request,Closed,2025-02-18 11:16:52,5
3619,531,Billing,Open,2025-05-08 14:21:15,3
3620,531,Billing,Closed,2025-06-28 00:23:14,7
3621,531,Technical Issue,Closed,2025-04-24 08:33:34,2
3622,531,Technical Issue,Resolved,2025-06-16 00:15:45,5
3623,531,Feature Request,Open,2025-02-24 01:21:48,13
3624,531,Feature Request,Closed,2025-03-23 23:38:56,7
3625,532,Billing,Resolved,2025-04-07 18:11:31,1
3626,532,Billing,Open,2025-06-21 12:33:22,7
3627,533,Technical Issue,Closed,2025-04-29 18:43:24,1
3628,533,Bug,Closed,2025-02-26 19:44:12,11
3629,533,Technical Issue,Closed,2025-04-21 21:08:50,12
3630,533,Feature Request,Open,2025-05-26 18:46:13,5
3631,533,Feature Request,Resolved,2025-02-21 01:27:13,9
3632,533,Billing,Closed,2025-01-08 19:21:33,12
3633,533,Bug,Resolved,2025-06-01 17:06:54,9
3634,533,Bug,Closed,2025-05-11 20:43:25,2
3635,533,Billing,Closed,2025-03-08 05:21:38,7
3636,533,Feature Request,Closed,2025-05-18 19:30:00,11
3637,534,Bug,Open,2025-02-27 01:42:38,8
3638,534,Technical Issue,Closed,2025-03-19 03:13:55,10
3639,534,Bug,Closed,2025-04-21 03:37:51,11
3640,534,Feature Request,Closed,2025-04-01 03:20:08,9
3641,534,Feature Request,Closed,2025-02-11 03:43:25,4
3642,534,Bug,Open,2025-05-26 19:45:59,12
3643,534,Feature Request,Closed,2025-02-17 19:27:37,4
3644,535,Technical Issue,Closed,2025-03-26 11:39:45,13
3645,535,Feature Request,Open,2025-02-19 21:29:53,8
3646,535,Billing,Closed,2025-01-25 06:14:22,11
3647,535,Feature Request,Closed,2025-03-17 13:58:47,5
3648,536,Billing,Resolved,2025-01-18 03:24:11,2
3649,536,Technical Issue,Open,2025-03-04 04:51:23,10
3650,536,Billing,Closed,2025-05-22 04:08:12,9
3651,536,Technical Issue,Open,2025-04-16 06:31:19,12
3652,536,Feature Request,Closed,2025-01-08 21:49:35,6
3653,536,Technical Issue,Open,2025-02-09 23:22:48,2
3654,536,Technical Issue,Open,2025-03-27 08:09:36,8
3655,536,Bug,Resolved,2025-04-19 18:54:29,8
3656,536,Billing,Open,2025-05-15 11:03:22,1
3657,537,Technical Issue,Resolved,2025-06-07 18:19:01,10
3658,537,Billing,Closed,2025-03-25 11:05:10,12
3659,537,Technical Issue,Open,2025-06-08 13:34:14,9
3660,537,Bug,Open,2025-02-22 20:16:01,7
3661,537,Technical Issue,Closed,2025-02-08 15:21:41,13
3662,537,Billing,Open,2025-01-14 18:33:59,12
3663,538,Billing,Open,2025-06-01 22:51:41,2
3664,538,Bug,Open,2025-02-10 09:49:40,4
3665,538,Feature Request,Closed,2025-05-26 06:05:28,12
3666,538,Bug,Open,2025-01-13 09:29:50,3
3667,538,Bug,Closed,2025-02-05 14:21:28,3
3668,538,Bug,Closed,2025-05-25 02:35:38,10
3669,538,Feature Request,Closed,2025-04-18 09:47:26,5
3670,538,Technical Issue,Resolved,2025-04-08 16:51:34,3
3671,538,Technical Issue,Closed,2025-06-03 21:45:37,11
3672,538,Billing,Closed,2025-03-09 06:13:12,7
3673,538,Feature Request,Open,2025-01-23 13:37:12,5
3674,539,Technical Issue,Closed,2025-02-05 17:47:36,11
3675,539,Bug,Closed,2025-06-14 01:46:24,2
3676,539,Billing,Closed,2025-06-05 19:00:32,1
3677,539,Feature Request,Closed,2025-01-16 00:45:56,1
3678,539,Feature Request,Closed,2025-04-19 12:01:18,2
3679,539,Technical Issue,Open,2025-02-28 15:12:56,13
3680,539,Bug,Resolved,2025-04-10 16:52:20,13
3681,539,Technical Issue,Open,2025-02-27 16:48:07,9
3682,539,Technical Issue,Open,2025-01-31 17:51:29,13
3683,539,Billing,Resolved,2025-06-15 12:36:51,13
3684,539,Feature Request,Resolved,2025-06-22 04:42:56,5
3685,539,Bug,Open,2025-05-08 04:41:15,9
3686,539,Feature Request,Closed,2025-02-26 05:21:26,8
3687,539,Feature Request,Resolved,2025-01-16 05:18:44,13
3688,539,Feature Request,Open,2025-01-14 12:24:15,11
3689,539,Feature Request,Open,2025-02-13 01:54:46,6
3690,540,Technical Issue,Resolved,2025-02-06 09:39:53,4
3691,540,Feature Request,Open,2025-05-10 23:27:54,5
3692,540,Bug,Closed,2025-02-17 00:58:40,10
3693,540,Bug,Open,2025-05-27 03:12:58,9
3694,540,Technical Issue,Closed,2025-05-24 07:46:18,4
3695,540,Feature Request,Open,2025-02-10 19:13:46,12
3696,541,Billing,Resolved,2025-03-15 07:52:15,9
3697,541,Technical Issue,Resolved,2025-01-03 05:07:57,10
3698,541,Feature Request,Resolved,2025-04-25 22:11:03,12
3699,541,Bug,Open,2025-04-29 05:41:03,1
3700,541,Bug,Closed,2025-03-12 02:22:07,12
3701,541,Feature Request,Open,2025-02-18 03:46:21,5
3702,542,Feature Request,Open,2025-02-21 20:23:07,13
3703,542,Billing,Resolved,2025-04-14 06:29:57,2
3704,542,Billing,Open,2025-04-25 14:33:32,11
3705,542,Feature Request,Open,2025-03-16 04:09:45,4
3706,543,Technical Issue,Resolved,2025-03-31 20:25:38,1
3707,543,Billing,Open,2025-06-24 12:15:59,3
3708,543,Bug,Open,2025-01-25 22:11:47,7
3709,543,Bug,Open,2025-02-20 07:14:32,4
3710,543,Bug,Open,2025-06-01 09:15:39,12
3711,543,Feature Request,Resolved,2025-06-06 13:13:07,4
3712,543,Billing,Open,2025-01-28 18:33:50,7
3713,543,Bug,Resolved,2025-05-22 00:59:13,9
3714,543,Bug,Closed,2025-04-16 19:13:12,11
3715,543,Feature Request,Resolved,2025-04-09 10:19:35,13
3716,544,Bug,Open,2025-01-14 02:39:30,8
3717,544,Feature Request,Resolved,2025-05-17 08:04:06,2
3718,544,Feature Request,Closed,2025-03-03 08:56:29,7
3719,544,Billing,Resolved,2025-06-12 20:42:04,6
3720,544,Bug,Open,2025-03-23 02:08:44,2
3721,545,Billing,Open,2025-06-02 11:39:15,7
3722,545,Technical Issue,Closed,2025-04-26 17:09:55,2
3723,545,Billing,Closed,2025-06-24 11:49:46,3
3724,546,Billing,Resolved,2025-03-20 05:08:54,9
3725,546,Feature Request,Resolved,2025-06-10 18:49:54,5
3726,546,Billing,Closed,2025-04-23 15:11:28,12
3727,546,Billing,Open,2025-06-12 15:37:41,12
3728,546,Bug,Closed,2025-06-02 15:19:31,11
3729,546,Technical Issue,Resolved,2025-03-14 04:47:31,11
3730,546,Billing,Resolved,2025-05-23 04:15:53,7
3731,546,Feature Request,Open,2025-06-26 14:34:15,12
3732,547,Billing,Closed,2025-06-07 23:14:48,5
3733,547,Feature Request,Resolved,2025-02-27 08:39:37,9
3734,547,Technical Issue,Resolved,2025-05-28 14:41:17,11
3735,547,Billing,Open,2025-04-13 15:44:31,5
3736,547,Bug,Open,2025-02-02 22:56:50,7
3737,547,Billing,Closed,2025-01-13 03:22:08,11
3738,547,Bug,Open,2025-06-02 05:19:28,7
3739,547,Feature Request,Resolved,2025-01-10 14:40:46,5
3740,548,Feature Request,Open,2025-04-09 04:55:30,13
3741,548,Bug,Resolved,2025-01-21 16:11:32,2
3742,548,Feature Request,Closed,2025-03-02 09:38:58,12
3743,548,Technical Issue,Open,2025-03-05 20:05:28,7
3744,548,Billing,Open,2025-04-02 21:34:39,5
3745,548,Billing,Open,2025-05-26 20:22:33,7
3746,548,Billing,Closed,2025-05-11 01:55:33,9
3747,549,Feature Request,Closed,2025-05-30 02:59:11,13
3748,549,Billing,Closed,2025-02-08 07:16:32,4
3749,549,Bug,Closed,2025-05-29 06:33:22,5
3750,550,Billing,Open,2025-03-23 07:07:52,12
3751,550,Billing,Closed,2025-04-30 16:33:43,6
3752,550,Billing,Closed,2025-05-11 11:34:16,10
3753,550,Billing,Resolved,2025-05-27 04:33:29,5
3754,550,Technical Issue,Open,2025-06-26 23:15:55,13
3755,550,Technical Issue,Closed,2025-05-10 13:54:50,13
3756,551,Billing,Closed,2025-02-13 12:42:47,12
3757,551,Feature Request,Open,2025-01-01 03:35:25,9
3758,551,Bug,Closed,2025-05-21 00:49:42,5
3759,552,Technical Issue,Closed,2025-04-28 00:52:11,3
3760,552,Bug,Resolved,2025-02-08 17:34:23,3
3761,552,Technical Issue,Resolved,2025-03-04 12:29:23,12
3762,552,Technical Issue,Resolved,2025-01-31 11:34:49,4
3763,552,Technical Issue,Resolved,2025-03-17 07:32:20,10
3764,552,Technical Issue,Open,2025-02-26 20:25:41,6
3765,552,Technical Issue,Closed,2025-01-01 01:17:30,5
3766,552,Feature Request,Resolved,2025-05-13 01:01:04,1
3767,552,Bug,Resolved,2025-04-02 05:03:56,6
3768,552,Billing,Resolved,2025-01-08 14:24:28,9
3769,553,Technical Issue,Open,2025-03-27 01:29:26,8
3770,553,Billing,Open,2025-06-22 13:07:33,3
3771,553,Bug,Open,2025-01-17 04:15:41,10
3772,553,Bug,Resolved,2025-06-04 00:40:59,5
3773,553,Feature Request,Open,2025-03-01 12:00:07,3
3774,553,Technical Issue,Resolved,2025-05-30 09:00:24,5
3775,554,Bug,Open,2025-06-13 03:57:11,5
3776,554,Billing,Closed,2025-04-13 16:28:03,8
3777,554,Billing,Closed,2025-04-04 15:13:23,8
3778,554,Technical Issue,Resolved,2025-05-27 05:29:25,3
3779,555,Technical Issue,Resolved,2025-05-10 12:15:27,6
3780,555,Billing,Resolved,2025-04-10 15:11:55,7
3781,555,Feature Request,Open,2025-01-13 04:20:20,8
3782,555,Bug,Open,2025-06-05 05:14:02,12
3783,555,Feature Request,Resolved,2025-04-02 02:32:24,1
3784,555,Bug,Open,2025-05-31 06:10:15,8
3785,555,Billing,Resolved,2025-04-05 00:42:33,3
3786,556,Billing,Resolved,2025-05-22 04:29:22,8
3787,556,Feature Request,Closed,2025-06-05 20:43:29,6
3788,556,Feature Request,Resolved,2025-05-24 11:31:31,9
3789,556,Bug,Resolved,2025-03-27 15:08:49,12
3790,556,Feature Request,Open,2025-05-23 09:07:33,10
3791,556,Bug,Open,2025-03-17 01:04:22,1
3792,556,Bug,Closed,2025-04-09 22:18:15,13
3793,556,Bug,Closed,2025-06-27 11:45:06,8
3794,556,Billing,Open,2025-03-26 12:34:42,6
3795,556,Technical Issue,Closed,2025-02-01 05:47:44,1
3796,557,Bug,Open,2025-04-29 12:53:33,10
3797,557,Technical Issue,Open,2025-01-09 14:13:42,4
3798,557,Technical Issue,Open,2025-01-11 22:33:06,6
3799,557,Billing,Resolved,2025-05-30 07:22:36,9
3800,557,Feature Request,Closed,2025-01-21 00:51:33,6
3801,557,Feature Request,Resolved,2025-01-27 07:43:23,1
3802,558,Bug,Open,2025-01-27 08:55:00,4
3803,558,Technical Issue,Resolved,2025-02-16 18:37:18,4
3804,558,Billing,Resolved,2025-05-31 10:25:49,11
3805,558,Feature Request,Open,2025-01-23 19:24:25,12
3806,559,Bug,Closed,2025-06-08 13:41:49,13
3807,559,Feature Request,Closed,2025-01-01 04:34:24,1
3808,559,Bug,Open,2025-06-10 15:22:45,13
3809,559,Bug,Resolved,2025-03-26 14:43:57,5
3810,559,Billing,Closed,2025-05-16 16:29:22,8
3811,559,Technical Issue,Closed,2025-04-19 19:28:41,2
3812,559,Bug,Open,2025-03-29 15:54:42,2
3813,560,Bug,Open,2025-03-04 00:03:48,5
3814,560,Billing,Closed,2025-05-01 16:46:35,1
3815,560,Feature Request,Resolved,2025-04-14 15:05:18,4
3816,560,Billing,Resolved,2025-04-09 21:12:12,2
3817,561,Billing,Resolved,2025-06-25 09:28:54,10
3818,561,Billing,Resolved,2025-02-16 19:01:52,4
3819,562,Bug,Open,2025-06-10 01:56:57,8
3820,562,Feature Request,Open,2025-02-26 04:37:36,1
3821,562,Bug,Resolved,2025-05-30 11:19:53,5
3822,562,Technical Issue,Closed,2025-05-01 02:21:40,2
3823,562,Billing,Open,2025-06-10 07:57:38,6
3824,562,Technical Issue,Resolved,2025-04-15 08:54:49,9
3825,562,Technical Issue,Open,2025-04-12 01:36:35,5
3826,562,Technical Issue,Resolved,2025-03-26 21:39:30,4
3827,563,Feature Request,Closed,2025-02-27 07:40:53,13
3828,563,Bug,Resolved,2025-02-28 08:10:58,6
3829,563,Feature Request,Resolved,2025-04-11 04:55:15,1
3830,563,Feature Request,Resolved,2025-02-05 20:59:31,4
3831,563,Feature Request,Open,2025-03-28 21:20:05,6
3832,563,Bug,Closed,2025-03-13 13:09:28,11
3833,563,Billing,Open,2025-02-17 20:13:31,6
3834,563,Billing,Resolved,2025-05-12 23:27:38,11
3835,564,Feature Request,Closed,2025-04-27 02:20:53,9
3836,564,Feature Request,Resolved,2025-02-03 22:22:59,11
3837,564,Feature Request,Closed,2025-06-22 22:42:44,10
3838,564,Bug,Closed,2025-03-26 05:22:36,8
3839,564,Feature Request,Open,2025-06-02 17:42:02,1
3840,564,Technical Issue,Closed,2025-05-23 02:15:46,10
3841,564,Technical Issue,Open,2025-03-31 19:16:42,2
3842,564,Feature Request,Open,2025-04-27 06:50:28,3
3843,564,Bug,Closed,2025-02-06 23:01:56,11
3844,564,Billing,Open,2025-05-28 21:57:11,2
3845,564,Bug,Resolved,2025-04-11 17:32:54,3
3846,565,Billing,Open,2025-02-13 18:21:13,13
3847,565,Bug,Resolved,2025-05-10 22:59:01,10
3848,565,Technical Issue,Open,2025-01-01 10:25:24,6
3849,565,Feature Request,Resolved,2025-04-19 21:50:37,1
3850,565,Feature Request,Resolved,2025-03-21 20:20:36,11
3851,566,Billing,Closed,2025-01-21 00:33:34,9
3852,566,Bug,Open,2025-05-02 21:48:48,13
3853,566,Feature Request,Resolved,2025-05-09 09:17:56,9
3854,567,Feature Request,Closed,2025-06-22 15:05:07,3
3855,567,Bug,Open,2025-06-06 12:31:31,5
3856,568,Feature Request,Resolved,2025-02-01 10:10:27,3
3857,568,Billing,Open,2025-04-12 14:44:35,2
3858,568,Feature Request,Closed,2025-05-23 18:23:34,12
3859,568,Technical Issue,Resolved,2025-01-09 06:11:13,3
3860,568,Feature Request,Open,2025-05-26 00:14:09,2
3861,568,Technical Issue,Open,2025-04-18 23:43:26,8
3862,568,Feature Request,Open,2025-06-10 18:40:07,5
3863,569,Bug,Open,2025-03-19 18:29:38,7
3864,569,Technical Issue,Open,2025-05-29 09:01:09,6
3865,569,Feature Request,Resolved,2025-01-15 22:52:33,4
3866,569,Bug,Open,2025-04-05 17:55:45,1
3867,569,Billing,Resolved,2025-02-11 02:07:24,9
3868,569,Technical Issue,Closed,2025-02-01 00:13:32,1
3869,569,Feature Request,Open,2025-05-09 01:22:18,4
3870,569,Bug,Resolved,2025-02-06 00:41:43,3
3871,570,Feature Request,Resolved,2025-02-03 01:00:33,1
3872,570,Feature Request,Resolved,2025-04-30 06:31:39,13
3873,570,Bug,Open,2025-02-06 10:34:34,4
3874,570,Billing,Resolved,2025-02-12 14:57:09,3
3875,570,Technical Issue,Resolved,2025-05-27 05:52:22,5
3876,570,Billing,Resolved,2025-05-11 04:09:37,13
3877,570,Feature Request,Open,2025-05-11 16:26:49,5
3878,570,Billing,Resolved,2025-01-21 15:57:34,5
3879,570,Technical Issue,Open,2025-06-09 08:09:57,12
3880,570,Technical Issue,Resolved,2025-01-16 14:47:46,4
3881,570,Feature Request,Closed,2025-01-21 23:04:39,8
3882,570,Feature Request,Resolved,2025-04-13 20:23:52,3
3883,570,Bug,Resolved,2025-01-15 01:11:11,12
3884,570,Feature Request,Open,2025-05-24 01:18:25,4
3885,570,Billing,Open,2025-03-22 02:41:30,1
3886,570,Feature Request,Resolved,2025-02-13 05:20:02,7
3887,571,Bug,Open,2025-04-02 10:31:19,2
3888,571,Feature Request,Closed,2025-06-20 03:40:57,2
3889,571,Feature Request,Resolved,2025-04-05 15:02:23,6
3890,571,Billing,Closed,2025-02-21 02:56:52,10
3891,571,Technical Issue,Closed,2025-06-21 15:37:43,5
3892,571,Technical Issue,Open,2025-03-29 09:53:31,7
3893,572,Billing,Closed,2025-01-11 11:53:16,7
3894,572,Feature Request,Open,2025-04-22 18:20:09,4
3895,572,Technical Issue,Open,2025-01-25 17:38:31,5
3896,573,Billing,Open,2025-01-12 17:44:30,1
3897,573,Bug,Closed,2025-04-11 17:14:13,6
3898,573,Billing,Resolved,2025-01-07 22:37:22,5
3899,573,Feature Request,Open,2025-06-15 07:32:36,6
3900,573,Technical Issue,Closed,2025-05-16 10:47:25,5
3901,573,Bug,Closed,2025-01-05 13:48:59,7
3902,574,Feature Request,Resolved,2025-04-09 16:45:56,13
3903,574,Billing,Resolved,2025-05-07 17:49:26,5
3904,574,Technical Issue,Resolved,2025-05-16 10:38:22,10
3905,574,Feature Request,Resolved,2025-04-18 09:39:11,8
3906,574,Bug,Closed,2025-05-18 21:58:53,6
3907,574,Feature Request,Open,2025-01-03 10:02:41,7
3908,574,Feature Request,Closed,2025-06-08 00:17:01,11
3909,575,Feature Request,Closed,2025-02-08 14:51:29,1
3910,575,Billing,Open,2025-02-23 18:52:07,13
3911,575,Feature Request,Resolved,2025-04-17 08:29:56,5
3912,575,Bug,Resolved,2025-06-28 14:16:07,3
3913,575,Bug,Open,2025-05-14 12:17:09,4
3914,575,Bug,Closed,2025-03-09 20:01:09,7
3915,576,Technical Issue,Open,2025-01-14 11:04:49,4
3916,576,Feature Request,Open,2025-06-01 13:12:13,12
3917,576,Bug,Resolved,2025-03-27 23:39:23,9
3918,576,Billing,Resolved,2025-02-20 18:06:27,12
3919,576,Billing,Resolved,2025-06-16 23:40:53,10
3920,576,Feature Request,Closed,2025-06-13 02:51:00,6
3921,577,Feature Request,Closed,2025-05-13 01:43:43,7
3922,577,Technical Issue,Closed,2025-05-06 17:07:14,12
3923,578,Technical Issue,Open,2025-06-11 07:20:16,13
3924,578,Technical Issue,Closed,2025-01-11 19:36:21,12
3925,578,Billing,Open,2025-04-30 12:47:33,10
3926,578,Bug,Closed,2025-04-01 19:39:33,1
3927,578,Technical Issue,Open,2025-03-01 06:19:04,3
3928,578,Technical Issue,Resolved,2025-02-19 12:19:46,9
3929,578,Billing,Resolved,2025-01-19 10:35:37,4
3930,578,Feature Request,Resolved,2025-01-31 07:55:55,3
3931,578,Billing,Resolved,2025-03-14 02:51:59,8
3932,578,Technical Issue,Open,2025-05-23 12:48:06,1
3933,578,Feature Request,Resolved,2025-04-19 17:18:39,5
3934,578,Technical Issue,Open,2025-04-06 10:27:46,1
3935,579,Bug,Resolved,2025-02-20 06:39:37,11
3936,579,Technical Issue,Open,2025-01-14 18:13:16,6
3937,579,Bug,Resolved,2025-05-17 16:56:40,6
3938,579,Feature Request,Closed,2025-03-09 14:41:22,7
3939,579,Feature Request,Resolved,2025-03-15 15:54:48,11
3940,579,Billing,Resolved,2025-01-05 17:32:03,11
3941,580,Feature Request,Resolved,2025-05-31 12:45:44,9
3942,580,Technical Issue,Resolved,2025-04-30 06:48:24,1
3943,580,Technical Issue,Closed,2025-04-11 05:22:41,1
3944,580,Bug,Resolved,2025-06-20 20:56:24,10
3945,580,Technical Issue,Closed,2025-05-06 11:59:43,12
3946,580,Feature Request,Resolved,2025-05-04 00:55:26,12
3947,580,Billing,Open,2025-01-23 21:38:31,11
3948,580,Feature Request,Closed,2025-01-04 20:56:59,5
3949,580,Technical Issue,Resolved,2025-04-09 22:01:12,1
3950,580,Technical Issue,Resolved,2025-04-06 08:41:56,4
3951,580,Billing,Resolved,2025-01-05 16:27:26,12
3952,580,Billing,Open,2025-04-23 02:05:03,1
3953,581,Feature Request,Open,2025-06-29 01:01:57,10
3954,581,Billing,Open,2025-05-13 05:42:56,10
3955,581,Bug,Closed,2025-06-27 07:40:29,9
3956,581,Technical Issue,Open,2025-02-25 00:37:05,2
3957,581,Technical Issue,Resolved,2025-05-09 20:10:46,8
3958,581,Bug,Open,2025-01-05 09:45:00,3
3959,582,Billing,Open,2025-05-15 15:37:10,1
3960,582,Technical Issue,Resolved,2025-05-21 16:30:06,12
3961,582,Technical Issue,Open,2025-05-18 14:52:43,3
3962,582,Billing,Resolved,2025-04-03 19:42:22,4
3963,582,Feature Request,Closed,2025-02-08 01:36:57,10
3964,582,Technical Issue,Resolved,2025-04-08 06:29:13,5
3965,583,Technical Issue,Open,2025-02-02 08:23:09,9
3966,583,Feature Request,Closed,2025-04-22 15:47:23,10
3967,583,Technical Issue,Resolved,2025-03-21 14:06:44,8
3968,583,Feature Request,Open,2025-05-10 06:13:40,6
3969,583,Billing,Closed,2025-04-07 05:51:01,4
3970,583,Billing,Open,2025-06-22 07:50:59,9
3971,584,Feature Request,Open,2025-06-04 08:43:33,6
3972,584,Technical Issue,Open,2025-02-04 02:06:41,13
3973,584,Billing,Resolved,2025-02-28 03:43:15,13
3974,584,Bug,Closed,2025-01-22 15:55:13,6
3975,584,Billing,Open,2025-02-15 03:26:19,5
3976,584,Technical Issue,Closed,2025-02-15 19:11:23,5
3977,584,Bug,Closed,2025-06-09 15:28:19,2
3978,585,Billing,Closed,2025-01-05 08:16:49,11
3979,585,Billing,Closed,2025-05-26 07:21:27,4
3980,585,Feature Request,Open,2025-06-05 19:49:25,8
3981,585,Technical Issue,Open,2025-04-30 20:20:43,1
3982,585,Technical Issue,Closed,2025-02-03 16:09:46,9
3983,585,Bug,Open,2025-03-25 17:22:23,7
3984,585,Technical Issue,Closed,2025-02-22 01:05:18,12
3985,585,Feature Request,Open,2025-01-27 22:23:31,2
3986,585,Technical Issue,Closed,2025-04-11 19:29:16,11
3987,585,Bug,Closed,2025-03-08 03:48:12,12
3988,585,Feature Request,Closed,2025-02-23 15:19:17,6
3989,585,Technical Issue,Resolved,2025-04-21 11:41:15,8
3990,585,Bug,Closed,2025-03-16 23:55:14,11
3991,586,Feature Request,Resolved,2025-05-20 20:49:18,12
3992,586,Feature Request,Resolved,2025-06-10 02:47:28,9
3993,586,Feature Request,Open,2025-04-15 17:32:56,3
3994,586,Feature Request,Closed,2025-01-26 00:21:27,5
3995,586,Technical Issue,Open,2025-04-05 05:37:20,2
3996,586,Bug,Resolved,2025-03-13 08:56:55,12
